Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:25:20:32.457,61,0.0000003377,0.1739746183,0.0111802481,0.0000000000,0.0000000000,0.0651495606,0.0817245319,0.0000003175,0.1734845042,0.1079825833,0.0000000000,0.0000000000,0.0652448237,0.0815995187,0.0446320847,0.0000000000,0.0242835209,0.1734777242,0.0618774891,0.1949362457,0.0592134297,0.0000000000,0.0006615094,0.1190270334,0.1566440165,0.0000000000,0.0000000000,0.0455254912,0.0479192697,0.1880292147,0.1946109831,0.0313730165,0.0207294505,0.0585738681,0.0517361537,0.0359846838,0.0359029919,0.4162440598,0.4151986539,0.1883544177,0.1975436658,0.0000000000,0.0000000000,0.1251054257,0.0146737704,0.0143779851,0.0098663718,0.0996664464,0.1245237961,0.1830683947,0.1912517399,0.0000000042,-0.0162182432,-0.0513110645,0.0167618748,-0.0655922294,0.1062049121,-0.0069873994,0.0067910925,0.1062775329,0.0007244645
11:25:20:33.459,61,0.0000003108,0.1751135737,0.0112556275,0.0000000000,0.0000000000,0.0653942823,0.0824029744,0.0000002922,0.1746211797,0.1079500094,0.0000000000,0.0000000000,0.0654902384,0.0822793916,0.0447707959,0.0000000000,0.0241942927,0.1734642684,0.0617713034,0.1924380958,0.0586499758,0.0000000000,0.0007087626,0.1192261502,0.1567193866,0.0000000000,0.0000000000,0.0456999168,0.0480906218,0.1884949058,0.1949010640,0.0312153529,0.0208029728,0.0580970757,0.0513268299,0.0358635522,0.0357916690,0.4135654271,0.4122184813,0.1841333956,0.1930142194,0.0000000000,0.0000000000,0.1254506111,0.0158977453,0.0155976946,0.0097643621,0.0997093767,0.1246754304,0.1833718717,0.1914680451,0.0000000044,-0.0158213843,-0.0510112680,0.0169361718,-0.0655675530,0.1069005877,-0.0070308773,0.0068363696,0.1069733202,0.0007341057
11:25:20:34.460,61,0.0000002860,0.1780336201,0.0111915655,0.0000000000,0.0000000000,0.0655848682,0.0830106363,0.0000002689,0.1775030792,0.1080346927,0.0000000000,0.0000000000,0.0656815842,0.0828891322,0.0447262600,0.0000000000,0.0239973720,0.1731700897,0.0615795814,0.1875281334,0.0581983216,0.0000000000,0.0006277681,0.1198432595,0.1570397615,0.0000000000,0.0000000000,0.0457818583,0.0481798165,0.1882314533,0.1942410320,0.0310760848,0.0208273157,0.0577308610,0.0510242470,0.0356706381,0.0356023200,0.4092359245,0.4075031281,0.1825523078,0.1912285984,0.0000000000,0.0000000000,0.1254909784,0.0163704418,0.0160677321,0.0096623590,0.0995510891,0.1245604530,0.1836702526,0.1915928870,0.0000000050,-0.0158480350,-0.0516450033,0.0173248108,-0.0656065047,0.1086651608,-0.0071520801,0.0067961477,0.1087570861,0.0007420514
11:25:20:35.461,61,0.0000002632,0.1804206818,0.0115856621,0.0000000000,0.0000000000,0.0657345951,0.0829102919,0.0000002475,0.1798881143,0.1076327488,0.0000000000,0.0000000000,0.0658319220,0.0827895328,0.0446633101,0.0000000000,0.0238916203,0.1728286892,0.0613383986,0.1859761626,0.0578796230,0.0000000000,0.0006299228,0.1203470230,0.1573592722,0.0000000000,0.0000000000,0.0458122380,0.0482184663,0.1879623532,0.1938180476,0.0309028402,0.0207888391,0.0575202294,0.0509048589,0.0354996063,0.0354363732,0.4054307640,0.4041342437,0.1820397675,0.1906584799,0.0000000000,0.0000000000,0.1254757196,0.0163183697,0.0160179343,0.0095691113,0.0995300934,0.1246293932,0.1841250360,0.1919598877,0.0000000048,-0.0156231578,-0.0512599647,0.0171935260,-0.0653519779,0.1101234406,-0.0072207493,0.0070343381,0.1102154627,0.0007784407
11:25:20:36.463,61,0.0000002423,0.1815147102,0.0109273093,0.0000000000,0.0000000000,0.0658484921,0.0824999064,0.0000002278,0.1809746027,0.1082827523,0.0000000000,0.0000000000,0.0659459010,0.0823807046,0.0446168892,0.0000000000,0.0237806365,0.1724338681,0.0610611103,0.1851394325,0.0576009862,0.0000000000,0.0006664142,0.1205758080,0.1574378312,0.0000000000,0.0000000000,0.0457847305,0.0482110456,0.1877746880,0.1935167462,0.0307052694,0.0207287930,0.0573087111,0.0507908463,0.0353344344,0.0352760516,0.4041829407,0.4030045569,0.1821745634,0.1907813251,0.0000000000,0.0000000000,0.1253882647,0.0156903137,0.0154216783,0.0094811423,0.0994868055,0.1246588603,0.1847374737,0.1924856156,0.0000000042,-0.0145444423,-0.0499793962,0.0170411076,-0.0657417998,0.1107914075,-0.0073081781,0.0066341222,0.1108834818,0.0007386387
11:25:20:37.465,61,0.0000002230,0.1822841018,0.0104062790,0.0000000000,0.0000000000,0.0658892021,0.0824804083,0.0000002096,0.1817379594,0.1088203341,0.0000000000,0.0000000000,0.0659862608,0.0823617801,0.0446049757,0.0000000000,0.0235997271,0.1719955057,0.0606859848,0.1848765612,0.0574124269,0.0000000000,0.0007395336,0.1193299890,0.1567171961,0.0000000000,0.0000000000,0.0456491709,0.0481009856,0.1876851022,0.1933272928,0.0305046849,0.0205890778,0.0572542101,0.0508588180,0.0351665467,0.0351189710,0.4037136436,0.4026498497,0.1869798899,0.1964823902,0.0000000000,0.0000000000,0.1250083148,0.0118146390,0.0115870684,0.0093978243,0.0993334353,0.1246153936,0.1851934344,0.1928821802,0.0000000032,-0.0141796954,-0.0484215394,0.0172694810,-0.0660647452,0.1112611443,-0.0073754173,0.0063174651,0.1113532633,0.0007063876
11:25:20:38.466,61,0.0000002052,0.1844397634,0.0098101143,0.0000000000,0.0000000000,0.0658328012,0.0823265761,0.0000001929,0.1838839054,0.1094273776,0.0000000000,0.0000000000,0.0659292564,0.0822084993,0.0446144566,0.0000000000,0.0233464204,0.1717192084,0.0604324862,0.1846513599,0.0573389009,0.0000000000,0.0007897842,0.1166169569,0.1549363285,0.0000000000,0.0000000000,0.0454848185,0.0479584895,0.1874782890,0.1929720491,0.0303517822,0.0204698388,0.0572176352,0.0509185530,0.0350067914,0.0349740721,0.4033495784,0.4023565948,0.1884902418,0.1982327253,0.0000000000,0.0000000000,0.1246193796,0.0097758006,0.0095781405,0.0093186805,0.0990507975,0.1244245246,0.1856080890,0.1932639778,0.0000000025,-0.0137060741,-0.0468867831,0.0172620621,-0.0664234906,0.1125776023,-0.0075038872,0.0059546628,0.1126698554,0.0006737604
11:25:20:39.469,61,0.0000001888,0.1857100278,0.0095299250,0.0000000000,0.0000000000,0.0657187030,0.0821332633,0.0000001776,0.1851486564,0.1097491533,0.0000000000,0.0000000000,0.0658140481,0.0820169449,0.0447511785,0.0000000000,0.0231469385,0.1716375053,0.0600892231,0.1842746437,0.0571550727,0.0000000000,0.0007854273,0.1156519055,0.1540877372,0.0000000000,0.0000000000,0.0453622080,0.0478548966,0.1877159476,0.1930963993,0.0301692691,0.0203468017,0.0571099073,0.0509193577,0.0348538347,0.0348272100,0.4115632176,0.4109139740,0.1897707283,0.1995051801,0.0000000000,0.0000000000,0.1243565455,0.0084658470,0.0082833841,0.0092385029,0.0986935049,0.1240632981,0.1860454232,0.1936571449,0.0000000023,-0.0123414034,-0.0463057309,0.0173911415,-0.0666129887,0.1133533716,-0.0075775608,0.0057840799,0.1134457141,0.0006590049
11:25:20:40.470,61,0.0000001738,0.1854432076,0.0096158264,0.0000000000,0.0000000000,0.0657207593,0.0820020139,0.0000001634,0.1848828048,0.1097053885,0.0000000000,0.0000000000,0.0658156127,0.0818884596,0.0449948683,0.0000000000,0.0229107980,0.1717008948,0.0598828718,0.1838973910,0.0569424294,0.0000000000,0.0007160724,0.1149227321,0.1533157825,0.0000000000,0.0000000000,0.0452809967,0.0477926545,0.1880759746,0.1933166981,0.0300343037,0.0202939548,0.0569133312,0.0508070886,0.0347200818,0.0347005837,0.4144282043,0.4136125743,0.1902788430,0.1999749541,0.0000000000,0.0000000000,0.1240231991,0.0072015910,0.0070285997,0.0091592716,0.0984174609,0.1237907335,0.1863717139,0.1939692795,0.0000000023,-0.0102189397,-0.0462644324,0.0167810079,-0.0665876418,0.1131903902,-0.0075636995,0.0058363243,0.1132827550,0.0006639939
11:25:20:41.472,61,0.0000001599,0.1868378222,0.0095184818,0.0000000000,0.0000000000,0.0657195672,0.0824448839,0.0000001504,0.1862728447,0.1098709032,0.0000000000,0.0000000000,0.0658141971,0.0823340788,0.0452979691,0.0000000000,0.0226145573,0.1717278212,0.0596581027,0.1831772476,0.0566018596,0.0000000000,0.0006854531,0.1145616770,0.1529440433,0.0000000000,0.0000000000,0.0452115238,0.0477407463,0.1901605129,0.1942409724,0.0298923887,0.0202473719,0.0566421449,0.0506159291,0.0345703177,0.0345604196,0.4253117442,0.4236154556,0.1907662451,0.2004355043,0.0000000000,0.0000000000,0.1239682660,0.0066344058,0.0064691319,0.0090733115,0.0981847271,0.1235815585,0.1871695369,0.1950295866,0.0000000024,-0.0102189397,-0.0462644324,0.0167810079,-0.0666816309,0.1140421480,-0.0076318495,0.0057766791,0.1141346470,0.0006621935
11:25:20:42.473,61,0.0000001472,0.1880768239,0.0090824915,0.0000000000,0.0000000000,0.0657544360,0.0826903582,0.0000001384,0.1875050962,0.1103433445,0.0000000000,0.0000000000,0.0658485666,0.0825828463,0.0455639102,0.0000000000,0.0224255491,0.1716674268,0.0594215728,0.1809882969,0.0562485307,0.0000000000,0.0007157386,0.1144477278,0.1527400613,0.0000000000,0.0000000000,0.0451556407,0.0477057956,0.1911027282,0.1949008703,0.0297828559,0.0202128720,0.0563938357,0.0504380167,0.0344316550,0.0344252475,0.4288859367,0.4271230996,0.1911394149,0.2007853091,0.0000000000,0.0000000000,0.1239127070,0.0060601160,0.0059018680,0.0089900615,0.0979271084,0.1233125478,0.1878486127,0.1957612485,0.0000000023,-0.0090477699,-0.0462206043,0.0164089259,-0.0669625774,0.1147987694,-0.0077152480,0.0055116015,0.1148913503,0.0006360331
11:25:20:43.475,61,0.0000001355,0.1886311173,0.0090385517,0.0000000000,0.0000000000,0.0658717453,0.0827086568,0.0000001274,0.1880575418,0.1104110628,0.0000000000,0.0000000000,0.0659656823,0.0826025605,0.0457909927,0.0000000000,0.0222688522,0.1714456677,0.0591947809,0.1799889058,0.0559007674,0.0000000000,0.0007747767,0.1143458262,0.1526110172,0.0000000000,0.0000000000,0.0451074466,0.0476738028,0.1918071806,0.1954560131,0.0296494775,0.0201961137,0.0561082587,0.0502251945,0.0342989005,0.0343006402,0.4308969378,0.4291184545,0.1913418174,0.2009927034,0.0000000000,0.0000000000,0.1237301603,0.0052782032,0.0051240483,0.0089127766,0.0976966247,0.1230881363,0.1884313226,0.1964059919,0.0000000021,-0.0086136209,-0.0461110845,0.0162682217,-0.0670010597,0.1151373014,-0.0077426396,0.0054847230,0.1152299494,0.0006348133
11:25:20:44.477,61,0.0000001247,0.1892072856,0.0088088298,0.0000000000,0.0000000000,0.0660414398,0.0826308057,0.0000001172,0.1886299700,0.1107010171,0.0000000000,0.0000000000,0.0661349371,0.0825256258,0.0460234620,0.0000000000,0.0221946817,0.1711967587,0.0589604527,0.1792959273,0.0556022599,0.0000000000,0.0008470912,0.1140592992,0.1522626579,0.0000000000,0.0000000000,0.0450113490,0.0475933030,0.1923512220,0.1959690005,0.0295403786,0.0201423541,0.0559513122,0.0501444563,0.0341809615,0.0341943800,0.4319581091,0.4302216172,0.1918809265,0.2015505582,0.0000000000,0.0000000000,0.1234525144,0.0043776566,0.0042249653,0.0088378023,0.0974921063,0.1228833050,0.1890763938,0.1970834732,0.0000000019,-0.0084689297,-0.0465097018,0.0160376132,-0.0671742931,0.1154891178,-0.0077865594,0.0053451057,0.1155818105,0.0006205598
11:25:20:45.478,61,0.0000001147,0.1885529160,0.0085008442,0.0000000000,0.0000000000,0.0662549958,0.0826619714,0.0000001079,0.1879741102,0.1110547334,0.0000000000,0.0000000000,0.0663479194,0.0825572535,0.0462657399,0.0000000000,0.0222060550,0.1709760576,0.0587158762,0.1793245822,0.0554237403,0.0000000000,0.0009414365,0.1134741455,0.1516601443,0.0000000000,0.0000000000,0.0448807962,0.0474754535,0.1926713288,0.1963284761,0.0294310339,0.0200653207,0.0558979623,0.0501969494,0.0340980776,0.0341206416,0.4321296811,0.4304873943,0.1934813112,0.2036397904,0.0000000000,0.0000000000,0.1230263412,0.0021005971,0.0019123526,0.0087816287,0.0974248201,0.1228474304,0.1894608140,0.1975215822,0.0000000016,-0.0088984473,-0.0460354760,0.0159761459,-0.0673920438,0.1150892451,-0.0077844742,0.0051584626,0.1151819676,0.0005968008
11:25:20:46.479,61,0.0000001056,0.1881745309,0.0093237674,0.0000000000,0.0000000000,0.0664553642,0.0825434849,0.0000000993,0.1876029670,0.1102834195,0.0000000000,0.0000000000,0.0665477812,0.0824382380,0.0464933924,0.0000000000,0.0222311541,0.1707685739,0.0584551096,0.1792564243,0.0552668087,0.0000000000,0.0010579322,0.1133262739,0.1514973342,0.0000000000,0.0000000000,0.0447615534,0.0473684445,0.1926455349,0.1963495761,0.0293098371,0.0200213324,0.0557786711,0.0501882695,0.0340290554,0.0340631232,0.4324514270,0.4308795929,0.1944269985,0.2048500031,0.0000000000,0.0000000000,0.1226681396,0.0005214745,0.0003215196,0.0087363422,0.0973624811,0.1227883548,0.1898556203,0.1979813427,0.0000000016,-0.0088800415,-0.0459679998,0.0159433167,-0.0669257492,0.1148584038,-0.0077150525,0.0056579774,0.1149511263,0.0006532672
11:25:20:47.481,61,0.0000000972,0.1880642325,0.0096888589,0.0000000000,0.0000000000,0.0665626898,0.0829813033,0.0000000914,0.1874958277,0.1099355072,0.0000000000,0.0000000000,0.0666543692,0.0828756392,0.0466929227,0.0000000000,0.0222280789,0.1705958098,0.0581723005,0.1795354187,0.0552069098,0.0000000000,0.0012147916,0.1127020717,0.1510675997,0.0000000000,0.0000000000,0.0445764884,0.0471986532,0.1924199909,0.1961612254,0.0291973781,0.0199325997,0.0557645708,0.0503036417,0.0339599997,0.0340085849,0.4322718084,0.4308350384,0.1968112141,0.2081333995,0.0002727648,0.0004744921,0.1223739460,0.0000000000,0.0000000000,0.0086988751,0.0972038358,0.1226389632,0.1900049150,0.1982430369,0.0000000017,-0.0086759180,-0.0456596129,0.0159391239,-0.0667151287,0.1147911847,-0.0076862681,0.0058795735,0.1148838997,0.0006784517
11:25:20:48.482,61,0.0000000894,0.1860896200,0.0100611588,0.0000000000,0.0000000000,0.0668061897,0.0837739483,0.0000000841,0.1855286956,0.1095679253,0.0000000000,0.0000000000,0.0668971613,0.0836628154,0.0469956994,0.0000000000,0.0223429333,0.1708530188,0.0579324178,0.1799308509,0.0552288480,0.0000000000,0.0014042468,0.1111491770,0.1503290236,0.0000000000,0.0000000000,0.0444001444,0.0470343009,0.1920553893,0.1959137917,0.0290867444,0.0198659692,0.0557339191,0.0504184291,0.0339179784,0.0339750089,0.4321325123,0.4308848083,0.1978724897,0.2094837576,0.0013098214,0.0015185340,0.1219594926,0.0000000000,0.0000000000,0.0086760065,0.0969904438,0.1224145219,0.1896761507,0.1979796290,0.0000000018,-0.0076287580,-0.0455910005,0.0159536470,-0.0665012151,0.1135851815,-0.0075804703,0.0061063454,0.1136778370,0.0006971573
11:25:20:49.484,61,0.0000000823,0.1853898466,0.0100022769,0.0000000000,0.0000000000,0.0670149624,0.0852805749,0.0000000774,0.1848296970,0.1096624210,0.0000000000,0.0000000000,0.0671052709,0.0851741284,0.0473790914,0.0000000000,0.0224022139,0.1713057458,0.0577184744,0.1805383414,0.0552666262,0.0000000000,0.0015640435,0.1093093678,0.1493602991,0.0000000000,0.0000000000,0.0442031138,0.0468504578,0.1920381188,0.1959587932,0.0289641544,0.0197679475,0.0557689071,0.0505982935,0.0338756293,0.0339393765,0.4321035743,0.4310289919,0.2001565844,0.2122373134,0.0020844266,0.0022933106,0.1217596456,0.0000000000,0.0000000000,0.0086488649,0.0968609378,0.1223013774,0.1894273907,0.1978303790,0.0000000017,-0.0069462233,-0.0460337736,0.0158006847,-0.0665618107,0.1131576970,-0.0075585665,0.0060709040,0.1132503077,0.0006904819
11:25:20:50.485,61,0.0000000757,0.1829747111,0.0103188595,0.0000000000,0.0000000000,0.0671583563,0.0831678584,0.0000000712,0.1824222803,0.1093778089,0.0000000000,0.0000000000,0.0672478527,0.0830651969,0.0478135534,0.0000000000,0.0223613456,0.1716624200,0.0573699214,0.1811289340,0.0553134866,0.0000000000,0.0016789971,0.1079706848,0.1485891789,0.0000000000,0.0000000000,0.0440103039,0.0466827750,0.1919040084,0.1958186924,0.0288243163,0.0196452588,0.0558715127,0.0508620255,0.0338915773,0.0339676961,0.4335682094,0.4331911206,0.2074689269,0.2203910053,0.0099184047,0.0101705929,0.1211800948,0.0000000000,0.0000000000,0.0086312899,0.0966366529,0.1220707148,0.1891981512,0.1976951212,0.0000000014,-0.0065415939,-0.0454917178,0.0148513550,-0.0664000586,0.1116825715,-0.0074411090,0.0062640989,0.1117751226,0.0007030962
11:25:20:51.487,61,0.0000000697,0.1804882139,0.0109832427,0.0000000000,0.0000000000,0.0674036220,0.0819733515,0.0000000655,0.1799464375,0.1087399572,0.0000000000,0.0000000000,0.0674930960,0.0818767548,0.0483414605,0.0000000000,0.0222824551,0.1721685976,0.0570078902,0.1838049293,0.0553890206,0.0000000000,0.0017317599,0.1062868163,0.1473432034,0.0000000000,0.0000000000,0.0438073277,0.0465011559,0.1919023544,0.1957634240,0.0286214743,0.0195139777,0.0559061766,0.0510827713,0.0339182951,0.0340040624,0.4394096732,0.4396339059,0.2119492441,0.2249713540,0.0135924881,0.0138509711,0.1206064671,0.0000000000,0.0000000000,0.0086202659,0.0964125991,0.1218485907,0.1889000833,0.1974681020,0.0000000012,-0.0066939839,-0.0457462445,0.0132927122,-0.0660239607,0.1101640239,-0.0072975997,0.0066685439,0.1102564484,0.0007382383
11:25:20:52.489,61,0.0000000642,0.1794788092,0.0111117279,0.0000000000,0.0000000000,0.0676206723,0.0811937302,0.0000000603,0.1789399683,0.1086477712,0.0000000000,0.0000000000,0.0677098632,0.0811002031,0.0489019230,0.0000000000,0.0223308671,0.1733321249,0.0567063205,0.1850830764,0.0554432236,0.0000000000,0.0017668392,0.1054104939,0.1465315372,0.0000000000,0.0000000000,0.0436351709,0.0463382490,0.1918248534,0.1956782490,0.0284291748,0.0193988495,0.0559175052,0.0512834974,0.0339566730,0.0340480134,0.4417647123,0.4424579442,0.2141026258,0.2271912992,0.0156062227,0.0158679746,0.1201305315,0.0000000000,0.0000000000,0.0086087268,0.0962530822,0.1216746718,0.1886444092,0.1972377598,0.0000000013,-0.0075769695,-0.0460045710,0.0109167388,-0.0659724697,0.1095474884,-0.0072507788,0.0067470134,0.1096398756,0.0007427144
11:25:20:53.491,61,0.0000000590,0.1795689315,0.0107950596,0.0000000000,0.0000000000,0.0678316206,0.0821538717,0.0000000555,0.1790272444,0.1089822724,0.0000000000,0.0000000000,0.0679198205,0.0820592046,0.0495658703,0.0000000000,0.0225443058,0.1767069101,0.0564764850,0.1887619495,0.0555807427,0.0000000000,0.0019226253,0.1032289937,0.1448084116,0.0000000000,0.0000000000,0.0434322134,0.0461381525,0.1921148598,0.1960606873,0.0282202214,0.0192550663,0.0559978113,0.0515793152,0.0339976847,0.0340932235,0.4437364042,0.4457347989,0.2175552994,0.2314807475,0.0168406684,0.0171070080,0.1197671741,0.0000000000,0.0000000000,0.0085998606,0.0961413309,0.1215875596,0.1884594113,0.1971197575,0.0000000014,-0.0080436235,-0.0463554375,0.0089584226,-0.0661751851,0.1096023694,-0.0072766985,0.0065546934,0.1096948087,0.0007219084
11:25:20:54.492,61,0.0000000543,0.1804036498,0.0104926722,0.0000000000,0.0000000000,0.0681712851,0.0927510932,0.0000000511,0.1798573881,0.1093203425,0.0000000000,0.0000000000,0.0682589859,0.0926227495,0.0506583489,0.0000000000,0.0229540896,0.1810017526,0.0563040487,0.1906367391,0.0556679331,0.0000000000,0.0020796701,0.1021905765,0.1437583864,0.0000000000,0.0000000000,0.0432374328,0.0459277704,0.1944363862,0.2003773898,0.0279883407,0.0191121679,0.0559901036,0.0518009886,0.0339871049,0.0340826474,0.4522373974,0.4562669396,0.2192449272,0.2333297729,0.0168193877,0.0170791633,0.1197308600,0.0000000000,0.0000000000,0.0085808290,0.0961014181,0.1215916649,0.1884068847,0.1971186548,0.0000000037,-0.0084753856,-0.0468298718,0.0081218425,-0.0663767606,0.1101120710,-0.0073330472,0.0063707270,0.1102045700,0.0007049344
11:25:20:55.493,61,0.0000000500,0.1799999326,0.0110023003,0.0000000000,0.0000000000,0.0685524121,0.1025843918,0.0000000470,0.1794588119,0.1087899357,0.0000000000,0.0000000000,0.0686391667,0.1024231166,0.0516125821,0.0000000000,0.0234970991,0.1864742935,0.0562158376,0.1917460412,0.0557854548,0.0000000000,0.0022896656,0.1005778611,0.1416526586,0.0000000000,0.0000000000,0.0430682600,0.0457394645,0.1955204904,0.2026274502,0.0277997926,0.0189985614,0.0559547208,0.0519740656,0.0339743420,0.0340655260,0.4555591941,0.4603371918,0.2200422287,0.2342056781,0.0161319152,0.0163774230,0.1198588163,0.0000000000,0.0000000000,0.0085652880,0.0960345343,0.1215460449,0.1880263388,0.1967710704,0.0000000046,-0.0084438780,-0.0474056043,0.0078473454,-0.0660564825,0.1098657250,-0.0072812587,0.0066803335,0.1099581718,0.0007375266
11:25:20:56.495,61,0.0000000460,0.1802010685,0.0100208484,0.0000000000,0.0000000000,0.0686989278,0.1125926375,0.0000000433,0.1796517521,0.1097613648,0.0000000000,0.0000000000,0.0687840357,0.1124244407,0.0522149839,0.0000000000,0.0240599886,0.1886062771,0.0561118759,0.1925012171,0.0559345409,0.0000000000,0.0025388359,0.0986571163,0.1393315494,0.0000000000,0.0000000000,0.0428795852,0.0455365255,0.1959515363,0.2036045492,0.0276418626,0.0188772436,0.0559558645,0.0521682724,0.0339521579,0.0340314843,0.4568761289,0.4620733261,0.2204856277,0.2346640676,0.0154886842,0.0157288983,0.1199029461,0.0000000000,0.0000000000,0.0085589811,0.0958700106,0.1213847026,0.1874855012,0.1962150931,0.0000000048,-0.0074382052,-0.0487063527,0.0084983967,-0.0666454434,0.1099881828,-0.0073543345,0.0060843383,0.1100806147,0.0006724820
11:25:20:57.497,61,0.0000000424,0.1792606115,0.0097415820,0.0000000000,0.0000000000,0.0686804727,0.1165604591,0.0000000398,0.1787115037,0.1100029945,0.0000000000,0.0000000000,0.0687637627,0.1163899824,0.0526471063,0.0000000000,0.0244262218,0.1899788827,0.0560007617,0.1935679764,0.0562609918,0.0000000000,0.0027497837,0.0910509452,0.1334476471,0.0000000000,0.0000000000,0.0426374041,0.0452857055,0.1961563230,0.2040590942,0.0274627507,0.0187291428,0.0559941828,0.0523793362,0.0339120179,0.0339842066,0.4573023319,0.4626515508,0.2208120078,0.2349613756,0.0138369519,0.0140404161,0.1200763881,0.0000000000,0.0000000000,0.0085586533,0.0955030397,0.1209807768,0.1854383796,0.1939001530,0.0000000076,-0.0068172128,-0.0503680743,0.0095328530,-0.0667963922,0.1094136089,-0.0073321527,0.0059151514,0.1095060036,0.0006503423
11:25:20:58.499,61,0.0000000390,0.1798136383,0.0092081865,0.0000000000,0.0000000000,0.0686007589,0.1187219620,0.0000000366,0.1792592704,0.1105095521,0.0000000000,0.0000000000,0.0686824769,0.1185493022,0.0529517233,0.0000000000,0.0247935187,0.1909938157,0.0559450202,0.1943537891,0.0566683486,0.0000000000,0.0029545766,0.0863338560,0.1291762590,0.0000000000,0.0000000000,0.0423750058,0.0450077392,0.1959232241,0.2039434165,0.0273043960,0.0186013058,0.0560256653,0.0525691099,0.0338654742,0.0339252166,0.4565986097,0.4620174468,0.2208306342,0.2349683791,0.0125181023,0.0127008334,0.1203142032,0.0000000000,0.0000000000,0.0085654529,0.0950823724,0.1205394715,0.1838595420,0.1921087801,0.0000000076,-0.0063183070,-0.0514212176,0.0101217488,-0.0671015084,0.1097512469,-0.0073885047,0.0055910619,0.1098436490,0.0006166212
11:25:20:59.500,61,0.0000000359,0.1794519871,0.0092135696,0.0000000000,0.0000000000,0.0686684772,0.1166510433,0.0000000337,0.1788983643,0.1105182320,0.0000000000,0.0000000000,0.0687493756,0.1164760664,0.0533611178,0.0000000000,0.0250573773,0.1923514158,0.0559208617,0.1949227303,0.0570135750,0.0000000000,0.0030953533,0.0843850672,0.1274280846,0.0000000000,0.0000000000,0.0421576798,0.0447767265,0.1955432594,0.2035265267,0.0271319896,0.0185166094,0.0559644997,0.0526654944,0.0338467658,0.0338997878,0.4565576315,0.4619650245,0.2208036929,0.2349496782,0.0121531580,0.0123356692,0.1202884763,0.0000000000,0.0000000000,0.0085658543,0.0948324949,0.1203352511,0.1829698533,0.1911787689,0.0000000081,-0.0060394891,-0.0527880043,0.0100195510,-0.0671084002,0.1095303297,-0.0073742694,0.0055944668,0.1096227169,0.0006157458
11:25:21:00.501,61,0.0000000330,0.1771751791,0.0097830342,0.0000000000,0.0000000000,0.0689320937,0.1138621718,0.0000000310,0.1766309142,0.1099882200,0.0000000000,0.0000000000,0.0690130591,0.1136967316,0.0537741780,0.0000000000,0.0250822138,0.1932082027,0.0558988638,0.1952930838,0.0572844781,0.0000000000,0.0031411988,0.0831222385,0.1263316125,0.0000000000,0.0000000000,0.0419675559,0.0445860662,0.1951108426,0.2027256340,0.0269635152,0.0184735693,0.0558141358,0.0526553765,0.0338319018,0.0338860266,0.4566809535,0.4619300663,0.2204769701,0.2346146554,0.0154706556,0.0157305487,0.1198384687,0.0000000000,0.0000000000,0.0085736075,0.0946464241,0.1202235445,0.1819031835,0.1902839541,0.0000000079,-0.0061795618,-0.0537297875,0.0094953915,-0.0667966828,0.1081397906,-0.0072461516,0.0059411475,0.1082320884,0.0006455416
11:25:21:01.503,61,0.0000000304,0.1749663949,0.0112671480,0.0000000000,0.0000000000,0.0690003708,0.1130548939,0.0000000286,0.1744381785,0.1085630283,0.0000000000,0.0000000000,0.0690820143,0.1128951609,0.0542588793,0.0000000000,0.0248939358,0.1949606687,0.0559228025,0.1950762123,0.0574079528,0.0000000000,0.0030006759,0.0823246092,0.1255082041,0.0000000000,0.0000000000,0.0417884737,0.0444013439,0.1950792819,0.2023719996,0.0268229377,0.0184302591,0.0555420406,0.0524917096,0.0337701365,0.0338242352,0.4602186084,0.4632131755,0.2199444175,0.2335976809,0.0166720916,0.0169532448,0.1193688214,0.0000000000,0.0000000000,0.0085643632,0.0942295715,0.1198415607,0.1810157448,0.1893750578,0.0000000050,-0.0057377666,-0.0540252626,0.0083314804,-0.0659406930,0.1067912057,-0.0070635383,0.0068434346,0.1068834215,0.0007342419
